full_name,google_scholar_id,google_scholar
Ido Nevat,1ULV-MIAAAAJ,https://scholar.google.com/citations?hl=en&user=1ULV-MIAAAAJ
Emanuele Ragnoli,ftehkgsAAAAJ,https://scholar.google.com/citations?hl=en&user=ftehkgsAAAAJ
Gokhan Sagirlar,6q22k84AAAAJ,https://scholar.google.com/citations?hl=en&user=6q22k84AAAAJ
Federico Franzoni,klh7ukgAAAAJ,https://scholar.google.com/citations?hl=en&user=klh7ukgAAAAJ
Alwen Tiu,92pa9z8AAAAJ,https://scholar.google.com/citations?hl=en&user=92pa9z8AAAAJ
Vivekanand Gopalkrishnan,jxBnM6IAAAAJ,https://scholar.google.com/citations?hl=en&user=jxBnM6IAAAAJ
Simone Bottoni,NVsS95QAAAAJ,https://scholar.google.com/citations?hl=en&user=NVsS95QAAAAJ
Vigneshwaran Shankaran,o1hYc0EAAAAJ,https://scholar.google.com/citations?hl=en&user=o1hYc0EAAAAJ
Andreas Wombacher,Jwr0jrUAAAAJ,https://scholar.google.com/citations?hl=en&user=Jwr0jrUAAAAJ
Xin Liu,bVoL_i8AAAAJ,https://scholar.google.com/citations?hl=en&user=bVoL_i8AAAAJ
Prof. Dr. Gareth W. Peters,lsb_nJoAAAAJ,https://scholar.google.com/citations?hl=en&user=lsb_nJoAAAAJ
Milind Tambe,YOVZiJkAAAAJ,https://scholar.google.com/citations?user=YOVZiJkAAAAJ&hl=en
Victor Lesser,izMnGyMAAAAJ,https://scholar.google.com/citations?user=izMnGyMAAAAJ&hl=en
Christopher Kiekintveld,-0LFOnYAAAAJ,https://scholar.google.com/citations?user=-0LFOnYAAAAJ&hl=en
Yevgeniy Vorobeychik,ptI-HHkAAAAJ,https://scholar.google.com/citations?user=ptI-HHkAAAAJ&hl=en
Fei Fang,R6jE0VEAAAAJ,https://scholar.google.com/citations?user=R6jE0VEAAAAJ&hl=en
Fernando Ordonez,2BLPkosAAAAJ,https://scholar.google.com/citations?user=2BLPkosAAAAJ&hl=en
Daniel P. Palomar,qlReqq8AAAAJ,https://scholar.google.com/citations?user=qlReqq8AAAAJ&hl=en
Desmond Cai,rhkwhrAAAAAJ,https://scholar.google.com/citations?user=rhkwhrAAAAAJ&hl=en
Carlee Joe-Wong,XEztdZgAAAAJ,https://scholar.google.com/citations?user=XEztdZgAAAAJ&hl=en
Tony Q.S. Quek,0o1tkokAAAAJ,https://scholar.google.com/citations?user=0o1tkokAAAAJ&hl=en
Wenyi Zhang,-KPPxnMAAAAJ,https://scholar.google.com/citations?user=-KPPxnMAAAAJ&hl=en
Steven H. Low,4BrebIYAAAAJ,https://scholar.google.com/citations?user=4BrebIYAAAAJ&hl=en
Bhaskar Rao,dJRKST0AAAAJ,https://scholar.google.com/citations?user=dJRKST0AAAAJ&hl=en
David Julian,NYUJEBcAAAAJ,https://scholar.google.com/citations?user=NYUJEBcAAAAJ&hl=en
Sangtae Ha,GcMKuu8AAAAJ,https://scholar.google.com/citations?user=GcMKuu8AAAAJ&hl=en
Raymond W. Yeung,tej5yuAAAAAJ,https://scholar.google.com/citations?user=tej5yuAAAAAJ&hl=en
R. Srikant,tDWt_MQAAAAJ,https://scholar.google.com/citations?user=tDWt_MQAAAAJ&hl=en
Shmuel Friedland,yhfRxXAAAAAJ,https://scholar.google.com/citations?user=yhfRxXAAAAAJ&hl=en
Niangjun Chen,mOmPukcAAAAJ,https://scholar.google.com/citations?user=mOmPukcAAAAJ&hl=en
Salman Avestimehr,Qhe5ua0AAAAJ,https://scholar.google.com/citations?user=Qhe5ua0AAAAJ&hl=en
R. Calderbank,XtUBAtwAAAAJ,https://scholar.google.com/citations?user=XtUBAtwAAAAJ&hl=en
HV Poor,Dq93mOUAAAAJ,https://scholar.google.com/citations?user=Dq93mOUAAAAJ&hl=en
Weiyu Xu,ssi7VJMAAAAJ,https://scholar.google.com/citations?user=ssi7VJMAAAAJ&hl=en
Meng Wang,raNus3IAAAAJ,https://scholar.google.com/citations?user=raNus3IAAAAJ&hl=en
Xiaoou Tang,qpBtpGsAAAAJ,https://scholar.google.com/citations?hl=en&user=qpBtpGsAAAAJ
Ziwei Liu,lc45xlcAAAAJ,https://scholar.google.com/citations?hl=en&user=lc45xlcAAAAJ
Dahua Lin,GMzzRRUAAAAJ,https://scholar.google.com/citations?hl=en&user=GMzzRRUAAAAJ
Chao Dong,OSDCB0UAAAAJ,https://scholar.google.com/citations?hl=en&user=OSDCB0UAAAAJ
Ping Luo (羅平),aXdjxb4AAAAJ,https://scholar.google.com/citations?hl=en&user=aXdjxb4AAAAJ
Shaogang Gong,Nhi0I8cAAAAJ,https://scholar.google.com/citations?hl=en&user=Nhi0I8cAAAAJ
Kai Chen,eGD0b7IAAAAJ,https://scholar.google.com/citations?hl=en&user=eGD0b7IAAAAJ
Chongyi Li,1_I0P-AAAAAJ,https://scholar.google.com/citations?hl=en&user=1_I0P-AAAAAJ
Tao Xiang,MeS5d4gAAAAJ,https://scholar.google.com/citations?hl=en&user=MeS5d4gAAAAJ
Ke Yu,GatMy5UAAAAJ,https://scholar.google.com/citations?hl=en&user=GatMy5UAAAAJ
Xiaoxiao Li,udZam0oAAAAJ,https://scholar.google.com/citations?hl=en&user=udZam0oAAAAJ
Bo Dai,KNWTvgEAAAAJ,https://scholar.google.com/citations?hl=en&user=KNWTvgEAAAAJ
Chen Qian,AerkT0YAAAAJ,https://scholar.google.com/citations?hl=en&user=AerkT0YAAAAJ
Jianping Shi,mwsxrm4AAAAJ,https://scholar.google.com/citations?hl=en&user=mwsxrm4AAAAJ
Shuo Yang,U3KDpBUAAAAJ,https://scholar.google.com/citations?hl=en&user=U3KDpBUAAAAJ
Xintao Wang,FQgZpQoAAAAJ,https://scholar.google.com/citations?hl=en&user=FQgZpQoAAAAJ
Chen Huang,QZ-JKOUAAAAJ,https://scholar.google.com/citations?hl=en&user=QZ-JKOUAAAAJ
Kelvin CK Chan,QYTu_KQAAAAJ,https://scholar.google.com/citations?hl=en&user=QYTu_KQAAAAJ
Liming Jiang,v_D9J7kAAAAJ,https://scholar.google.com/citations?hl=en&user=v_D9J7kAAAAJ
Cheng Li,F5rVlz0AAAAJ,https://scholar.google.com/citations?hl=en&user=F5rVlz0AAAAJ
Chunxiao Liu,4m061tYAAAAJ,https://scholar.google.com/citations?hl=en&user=4m061tYAAAAJ
Yuhang Cao,sJkqsqkAAAAJ,https://scholar.google.com/citations?hl=en&user=sJkqsqkAAAAJ
Wanli Ouyang (欧阳万里),pw_0Z_UAAAAJ,https://scholar.google.com/citations?hl=en&user=pw_0Z_UAAAAJ
Xiaogang Wang,-B5JgjsAAAAJ,https://scholar.google.com/citations?hl=en&user=-B5JgjsAAAAJ
Wenwei Zhang,QDXADSEAAAAJ,https://scholar.google.com/citations?hl=en&user=QDXADSEAAAAJ
Xiaohang Zhan,QfquhDEAAAAJ,https://scholar.google.com/citations?hl=en&user=QfquhDEAAAAJ
Shangchen Zhou,suaDwBQAAAAJ,https://scholar.google.com/citations?hl=en&user=suaDwBQAAAAJ
Kaiyang Zhou,gRIejugAAAAJ,https://scholar.google.com/citations?hl=en&user=gRIejugAAAAJ
Chunle Guo,RZLYwR0AAAAJ,https://scholar.google.com/citations?hl=en&user=RZLYwR0AAAAJ
Jiangmiao Pang (庞江淼),ssSfKpAAAAAJ,https://scholar.google.com/citations?hl=en&user=ssSfKpAAAAAJ
Zhanpeng Zhang (张展鹏),cVvfP4oAAAAJ,https://scholar.google.com/citations?hl=en&user=cVvfP4oAAAAJ
Yu Qiao,gFtI-8QAAAAJ,https://scholar.google.com/citations?hl=en&user=gFtI-8QAAAAJ
Kaiming He,DhtAFkwAAAAJ,https://scholar.google.com/citations?hl=en&user=DhtAFkwAAAAJ
Tak Wai Hui,U210xGIAAAAJ,https://scholar.google.com/citations?hl=en&user=U210xGIAAAAJ
Jiaqi Wang,GDvt570AAAAJ,https://scholar.google.com/citations?hl=en&user=GDvt570AAAAJ
Shuyang Sun,PoAvGRMAAAAJ,https://scholar.google.com/citations?hl=en&user=PoAvGRMAAAAJ
Jinwei Gu,k_T8t30AAAAJ,https://scholar.google.com/citations?hl=en&user=k_T8t30AAAAJ
Zhe Wang,546GPMoAAAAJ,https://scholar.google.com/citations?hl=en&user=546GPMoAAAAJ
Xiangyu Xu,Ec5Biz4AAAAJ,https://scholar.google.com/citations?hl=en&user=Ec5Biz4AAAAJ
Yining Li,y_cp1sUAAAAJ,https://scholar.google.com/citations?hl=en&user=y_cp1sUAAAAJ
Yu Xiong (熊宇),7P30Es0AAAAJ,https://scholar.google.com/citations?hl=en&user=7P30Es0AAAAJ
Yuenan Hou,o9mX9sUAAAAJ,https://scholar.google.com/citations?hl=en&user=o9mX9sUAAAAJ
Rui Xu,1xn5GHgAAAAJ,https://scholar.google.com/citations?hl=en&user=1xn5GHgAAAAJ
Timothy M. Hospedales,nHhtvqkAAAAJ,https://scholar.google.com/citations?hl=en&user=nHhtvqkAAAAJ
Xingang Pan,uo0q9WgAAAAJ,https://scholar.google.com/citations?hl=en&user=uo0q9WgAAAAJ
Jingkang Yang,S-YjbUYAAAAJ,https://scholar.google.com/citations?hl=en&user=S-YjbUYAAAAJ
Ke Chen,pbNCoTwAAAAJ,https://scholar.google.com/citations?hl=en&user=pbNCoTwAAAAJ
Yuhang Zang,hW23VKIAAAAJ,https://scholar.google.com/citations?hl=en&user=hW23VKIAAAAJ
Shuai Yang (杨帅),_1UDYowAAAAJ,https://scholar.google.com/citations?hl=en&user=_1UDYowAAAAJ
Junjie Yan,rEYarG0AAAAJ,https://scholar.google.com/citations?hl=en&user=rEYarG0AAAAJ
Lei Yang,jZH2IPYAAAAJ,https://scholar.google.com/citations?hl=en&user=jZH2IPYAAAAJ
"Jingdong Wang (王井东), IEEE Fellow",z5SPCmgAAAAJ,https://scholar.google.com/citations?hl=en&user=z5SPCmgAAAAJ
Zhongang Cai (蔡中昂),WrDKqIAAAAAJ,https://scholar.google.com/citations?hl=en&user=WrDKqIAAAAAJ
Bolei Zhou,9D4aG8AAAAAJ,https://scholar.google.com/citations?hl=en&user=9D4aG8AAAAAJ
Jiahao Xie,yA9qseUAAAAJ,https://scholar.google.com/citations?hl=en&user=yA9qseUAAAAJ
Yuming Jiang,rU4OT14AAAAJ,https://scholar.google.com/citations?hl=en&user=rU4OT14AAAAJ
Yew-Soon Ong,h9oWOsEAAAAJ,https://scholar.google.com/citations?hl=en&user=h9oWOsEAAAAJ
Yonglong Tian,OsP7JHAAAAAJ,https://scholar.google.com/citations?hl=en&user=OsP7JHAAAAAJ
Xingyu Zeng,4XyqsFwAAAAJ,https://scholar.google.com/citations?hl=en&user=4XyqsFwAAAAJ
Hongsheng Li (李鸿升),BN2Ze-QAAAAJ,https://scholar.google.com/citations?hl=en&user=BN2Ze-QAAAAJ
Shi Qiu,JtPSC9sAAAAJ,https://scholar.google.com/citations?hl=en&user=JtPSC9sAAAAJ
Kaidi Cao,4Zw1PJ8AAAAJ,https://scholar.google.com/citations?hl=en&user=4Zw1PJ8AAAAJ
Jinjin GU,uMQ-G-QAAAAJ,https://scholar.google.com/citations?hl=en&user=uMQ-G-QAAAAJ
Xiatian Zhu,ZbA-z1cAAAAJ,https://scholar.google.com/citations?hl=en&user=ZbA-z1cAAAAJ
Xiangtai Li,FL3ReD0AAAAJ,https://scholar.google.com/citations?hl=en&user=FL3ReD0AAAAJ
Linsen Song,kII4yekAAAAJ,https://scholar.google.com/citations?hl=en&user=kII4yekAAAAJ
Wei Li (李威),41KAd6AAAAAJ,https://scholar.google.com/citations?hl=en&user=41KAd6AAAAAJ
Yuanjun Xiong,ojKsx6AAAAAJ,https://scholar.google.com/citations?hl=en&user=ojKsx6AAAAAJ
Ruicheng Feng,nDrw-wwAAAAJ,https://scholar.google.com/citations?hl=en&user=nDrw-wwAAAAJ
Jifeng Dai,SH_-B_AAAAAJ,https://scholar.google.com/citations?hl=en&user=SH_-B_AAAAAJ
Buyu Li,5QQy1-gAAAAJ,https://scholar.google.com/citations?hl=en&user=5QQy1-gAAAAJ
Saihui Hou,6gnHaLcAAAAJ,https://scholar.google.com/citations?hl=en&user=6gnHaLcAAAAJ
Xinyu Pan,HxS8Bx0AAAAJ,https://scholar.google.com/citations?hl=en&user=HxS8Bx0AAAAJ
Li Siyao,83WWEs4AAAAJ,https://scholar.google.com/citations?hl=en&user=83WWEs4AAAAJ
Kai Kang,brEBMIkAAAAJ,https://scholar.google.com/citations?hl=en&user=brEBMIkAAAAJ
Yu Rong,ql1bcCwAAAAJ,https://scholar.google.com/citations?hl=en&user=ql1bcCwAAAAJ
Lu Sheng（盛律）,_8lB7xcAAAAJ,https://scholar.google.com/citations?hl=en&user=_8lB7xcAAAAJ
Ren Daxuan,CJ5dYFwAAAAJ,https://scholar.google.com/citations?hl=en&user=CJ5dYFwAAAAJ
Thomas S. Huang,rGF6-WkAAAAJ,https://scholar.google.com/citations?hl=en&user=rGF6-WkAAAAJ
Yuchen Fan,BlfdYL0AAAAJ,https://scholar.google.com/citations?hl=en&user=BlfdYL0AAAAJ
Ding Liu,PGtHUI0AAAAJ,https://scholar.google.com/citations?hl=en&user=PGtHUI0AAAAJ
Yi-Zhe Song,irZFP_AAAAAJ,https://scholar.google.com/citations?hl=en&user=irZFP_AAAAAJ
Shuai Yi,afbbNmwAAAAJ,https://scholar.google.com/citations?hl=en&user=afbbNmwAAAAJ
Zhang Junzhe,wupwVHAAAAAJ,https://scholar.google.com/citations?hl=en&user=wupwVHAAAAAJ
CP Lim,an_4IJkAAAAJ,https://scholar.google.com/citations?hl=en&user=an_4IJkAAAAJ
WENG KIN LAI,klKYui4AAAAJ,https://scholar.google.com/citations?hl=en&user=klKYui4AAAAJ
Guodong Xu,r7QElw8AAAAJ,https://scholar.google.com/citations?hl=en&user=r7QElw8AAAAJ
Shu Liu,BUEDUFkAAAAJ,https://scholar.google.com/citations?hl=en&user=BUEDUFkAAAAJ
Hengshuang Zhao,4uE10I0AAAAJ,https://scholar.google.com/citations?hl=en&user=4uE10I0AAAAJ
Jiaya Jia,XPAkzTEAAAAJ,https://scholar.google.com/citations?hl=en&user=XPAkzTEAAAAJ
Yi Zhang,rYaif-cAAAAJ,https://scholar.google.com/citations?hl=en&user=rYaif-cAAAAJ
Xingcheng ZHANG,3L8CsIIAAAAJ,https://scholar.google.com/citations?hl=en&user=3L8CsIIAAAAJ
Linjie Yang,XptEO8oAAAAJ,https://scholar.google.com/citations?hl=en&user=XptEO8oAAAAJ
Dapeng Chen,-Wpd7FcAAAAJ,https://scholar.google.com/citations?hl=en&user=-Wpd7FcAAAAJ
Hang Zhou,iqbKD9UAAAAJ,https://scholar.google.com/citations?hl=en&user=iqbKD9UAAAAJ
Bihan Wen,ypkClpwAAAAJ,https://scholar.google.com/citations?hl=en&user=ypkClpwAAAAJ
Liang Pan,lSDISOcAAAAJ,https://scholar.google.com/citations?hl=en&user=lSDISOcAAAAJ
Qian Yu (于茜),mmm90qgAAAAJ,https://scholar.google.com/citations?hl=en&user=mmm90qgAAAAJ
Feng Liu,zCN0gesAAAAJ,https://scholar.google.com/citations?hl=en&user=zCN0gesAAAAJ
Liang Lin,Nav8m8gAAAAJ,https://scholar.google.com/citations?hl=en&user=Nav8m8gAAAAJ
Chong Zhou,1mCYe_oAAAAJ,https://scholar.google.com/citations?hl=en&user=1mCYe_oAAAAJ
Mingyuan Zhang,2QLD4fAAAAAJ,https://scholar.google.com/citations?hl=en&user=2QLD4fAAAAAJ
Weilin Huang,78vU1IUAAAAJ,https://scholar.google.com/citations?hl=en&user=78vU1IUAAAAJ
Pan He,Y_ABdTgAAAAJ,https://scholar.google.com/citations?hl=en&user=Y_ABdTgAAAAJ
Zhizhong Li,bS0_aIUAAAAJ,https://scholar.google.com/citations?hl=en&user=bS0_aIUAAAAJ
Huaijin Chen,6E9elWUAAAAJ,https://scholar.google.com/citations?hl=en&user=6E9elWUAAAAJ
Sanja Fidler,CUlqK5EAAAAJ,https://scholar.google.com/citations?hl=en&user=CUlqK5EAAAAJ
Raquel Urtasun,jyxO2akAAAAJ,https://scholar.google.com/citations?hl=en&user=jyxO2akAAAAJ
Sifei Liu,j4pcHV4AAAAJ,https://scholar.google.com/citations?hl=en&user=j4pcHV4AAAAJ
Fangzhou Hong,mhaiL5MAAAAJ,https://scholar.google.com/citations?hl=en&user=mhaiL5MAAAAJ
Henghui Ding,WI_flSwAAAAJ,https://scholar.google.com/citations?hl=en&user=WI_flSwAAAAJ
Hao Zhu,sntA9FgAAAAJ,https://scholar.google.com/citations?hl=en&user=sntA9FgAAAAJ
Haiyu Zhao,sMQV1ecAAAAJ,https://scholar.google.com/citations?hl=en&user=sMQV1ecAAAAJ
Fei Wang,ljt16JkAAAAJ,https://scholar.google.com/citations?hl=en&user=ljt16JkAAAAJ
Ming-Ming Cheng,huWpVyEAAAAJ,https://scholar.google.com/citations?hl=en&user=huWpVyEAAAAJ
Rui Zhao,1c9oQNMAAAAJ,https://scholar.google.com/citations?hl=en&user=1c9oQNMAAAAJ
Yuekun Dai,UyKX7ZsAAAAJ,https://scholar.google.com/citations?hl=en&user=UyKX7ZsAAAAJ
Wu Shi,pTH7MA4AAAAJ,https://scholar.google.com/citations?hl=en&user=pTH7MA4AAAAJ
Zhenyao Zhu,r3k-4MYAAAAJ,https://scholar.google.com/citations?hl=en&user=r3k-4MYAAAAJ
Marco Cristani,LbgTPRwAAAAJ,https://scholar.google.com/citations?hl=en&user=LbgTPRwAAAAJ
Jianyi Wang,Fq9SgKYAAAAJ,https://scholar.google.com/citations?hl=en&user=Fq9SgKYAAAAJ
Kenneth Shum,DdNBcogAAAAJ,https://scholar.google.com/citations?hl=en&user=DdNBcogAAAAJ
Wing Cheong Lau,iM0lua0AAAAJ,https://scholar.google.com/citations?hl=en&user=iM0lua0AAAAJ
Zhibo Yang,Q88BI2QAAAAJ,https://scholar.google.com/citations?hl=en&user=Q88BI2QAAAAJ
Ziqi Huang,Y3h_pzMAAAAJ,https://scholar.google.com/citations?hl=en&user=Y3h_pzMAAAAJ
Hongyang Li,Hfrih1EAAAAJ,https://scholar.google.com/citations?hl=en&user=Hfrih1EAAAAJ
Dimitris N. Metaxas,a7VNhCIAAAAJ,https://scholar.google.com/citations?hl=en&user=a7VNhCIAAAAJ
Wenxiu Sun,X9lE6O4AAAAJ,https://scholar.google.com/citations?hl=en&user=X9lE6O4AAAAJ
Kwan-Yee Lin (林君儀),beGt3cAAAAAJ,https://scholar.google.com/citations?hl=en&user=beGt3cAAAAAJ
Henry Gouk,i1bzlyAAAAAJ,https://scholar.google.com/citations?hl=en&user=i1bzlyAAAAAJ
Linus Ericsson,QRW9NN0AAAAJ,https://scholar.google.com/citations?hl=en&user=QRW9NN0AAAAJ
Jingbo Wang,GStTsxAAAAAJ,https://scholar.google.com/citations?hl=en&user=GStTsxAAAAAJ
Xinchi Zhou,AUFcWtwAAAAJ,https://scholar.google.com/citations?hl=en&user=AUFcWtwAAAAJ
Dongzhan Zhou,Ox6SxpoAAAAJ,https://scholar.google.com/citations?hl=en&user=Ox6SxpoAAAAJ
Shuai Li,mFG5Sv4AAAAJ,https://scholar.google.com/citations?hl=en&user=mFG5Sv4AAAAJ
Zhiyi CHENG,vGaTPe0AAAAJ,https://scholar.google.com/citations?hl=en&user=vGaTPe0AAAAJ
Yuankai Qi,mLqg5hYAAAAJ,https://scholar.google.com/citations?hl=en&user=mLqg5hYAAAAJ
Jianglin Fu,jplwHW8AAAAJ,https://scholar.google.com/citations?hl=en&user=jplwHW8AAAAJ
Zongsheng Yue,F554LkQAAAAJ,https://scholar.google.com/citations?hl=en&user=F554LkQAAAAJ
Xudong XU,D8VMkA8AAAAJ,https://scholar.google.com/citations?hl=en&user=D8VMkA8AAAAJ
Christian Theobalt,eIWg8NMAAAAJ,https://scholar.google.com/citations?hl=en&user=eIWg8NMAAAAJ
Size Wu,y2S02IcAAAAJ,https://scholar.google.com/citations?hl=en&user=y2S02IcAAAAJ
Haonan Qiu,8Ss6ahEAAAAJ,https://scholar.google.com/citations?hl=en&user=8Ss6ahEAAAAJ
Chee Seng Chan,hKfga9oAAAAJ,https://scholar.google.com/citations?hl=en&user=hKfga9oAAAAJ
Ven Jyn Kok,dEEwwEoAAAAJ,https://scholar.google.com/citations?hl=en&user=dEEwwEoAAAAJ
Mei Kuan Lim,u5VRx_kAAAAJ,https://scholar.google.com/citations?hl=en&user=u5VRx_kAAAAJ
Zhexin Liang,19Ovo9AAAAAJ,https://scholar.google.com/citations?hl=en&user=19Ovo9AAAAAJ
Heng Yang,UalYAksAAAAJ,https://scholar.google.com/citations?hl=en&user=UalYAksAAAAJ
Yuanbo Xiangli,S6tTC-oAAAAJ,https://scholar.google.com/citations?hl=en&user=S6tTC-oAAAAJ
Yuen Fei Wong,MR24IpgAAAAJ,https://scholar.google.com/citations?hl=en&user=MR24IpgAAAAJ
Guangcong Wang,dk8EnkoAAAAJ,https://scholar.google.com/citations?hl=en&user=dk8EnkoAAAAJ
Weidong Yin,kHblmyAAAAAJ,https://scholar.google.com/citations?hl=en&user=kHblmyAAAAAJ
Yanbo Xu,8bX2roMAAAAJ,https://scholar.google.com/citations?hl=en&user=8bX2roMAAAAJ
Wentao Liu,KZn9NWEAAAAJ,https://scholar.google.com/citations?hl=en&user=KZn9NWEAAAAJ
Yifan Zhou,KOpdhzcAAAAJ,https://scholar.google.com/citations?hl=en&user=KOpdhzcAAAAJ
Li Bo,1_zc1-IAAAAJ,https://scholar.google.com/citations?hl=en&user=1_zc1-IAAAAJ
Peiqing Yang,s2yHgo8AAAAJ,https://scholar.google.com/citations?hl=en&user=s2yHgo8AAAAJ
Wayne Zhang,5GtyVooAAAAJ,https://scholar.google.com/citations?hl=en&user=5GtyVooAAAAJ
Zhaoxi Chen,HsV0WbwAAAAJ,https://scholar.google.com/citations?hl=en&user=HsV0WbwAAAAJ
Yuanhan Zhang,g6grFy0AAAAJ,https://scholar.google.com/citations?hl=en&user=g6grFy0AAAAJ
Quanzhou Li,7bk53mEAAAAJ,https://scholar.google.com/citations?hl=en&user=7bk53mEAAAAJ
Qingyi Tao,fMXnSGMAAAAJ,https://scholar.google.com/citations?hl=en&user=fMXnSGMAAAAJ
Davide Moltisanti,Ual305IAAAAJ,https://scholar.google.com/citations?hl=en&user=Ual305IAAAAJ
Xiaoming Li,tmT_voUAAAAJ,https://scholar.google.com/citations?hl=en&user=tmT_voUAAAAJ
Chenyang Si (司晨阳),XdahAuoAAAAJ,https://scholar.google.com/citations?hl=en&user=XdahAuoAAAAJ
Ceyuan Yang,Rfj4jWoAAAAJ,https://scholar.google.com/citations?hl=en&user=Rfj4jWoAAAAJ
Tianxing Wu,CE8KY0MAAAAJ,https://scholar.google.com/citations?hl=en&user=CE8KY0MAAAAJ
Yuhan Wang,TGXfPg4AAAAJ,https://scholar.google.com/citations?hl=en&user=TGXfPg4AAAAJ
Yuxin Jiang,BXpcvSMAAAAJ,https://scholar.google.com/citations?hl=en&user=BXpcvSMAAAAJ
Jing Shao,VU5ObUwAAAAJ,https://scholar.google.com/citations?hl=en&user=VU5ObUwAAAAJ
Loris Bazzani,1cdNGL4AAAAJ,https://scholar.google.com/citations?hl=en&user=1cdNGL4AAAAJ
Vittorio Murino,yV3_PTkAAAAJ,https://scholar.google.com/citations?hl=en&user=yV3_PTkAAAAJ
Ruohui Wang,G-9-nIYAAAAJ,https://scholar.google.com/citations?hl=en&user=G-9-nIYAAAAJ
Wayne Wu,uWfZKz4AAAAJ,https://scholar.google.com/citations?hl=en&user=uWfZKz4AAAAJ
Fernando De la Torre,YB8_6gkAAAAJ,https://scholar.google.com/citations?hl=en&user=YB8_6gkAAAAJ
Tae-Kyun (TK) Kim,j2WcLecAAAAJ,https://scholar.google.com/citations?hl=en&user=j2WcLecAAAAJ
Yujun Shen,u76xfogAAAAJ,https://scholar.google.com/citations?hl=en&user=u76xfogAAAAJ
Hui Zhou,i35tdbMAAAAJ,https://scholar.google.com/citations?hl=en&user=i35tdbMAAAAJ
Ramalingam Chellappa,L60tuywAAAAJ,https://scholar.google.com/citations?hl=en&user=L60tuywAAAAJ
Li Quanquan,EPY8z0UAAAAJ,https://scholar.google.com/citations?hl=en&user=EPY8z0UAAAAJ
Deepu Rajan,1bqFcwIAAAAJ,https://scholar.google.com/citations?hl=en&user=1bqFcwIAAAAJ
Shenghua Gao,fe-1v0MAAAAJ,https://scholar.google.com/citations?hl=en&user=fe-1v0MAAAAJ
Yiqun Hu,gIHCye8AAAAJ,https://scholar.google.com/citations?hl=en&user=gIHCye8AAAAJ
"Ivor W. Tsang, IEEE Fellow",rJMOlVsAAAAJ,https://scholar.google.com/citations?hl=en&user=rJMOlVsAAAAJ
Min Xu,Ac6VCMkAAAAJ,https://scholar.google.com/citations?hl=en&user=Ac6VCMkAAAAJ
Ah-Hwee Tan,G0hdDqYAAAAJ,https://scholar.google.com/citations?hl=en&user=G0hdDqYAAAAJ
Zhengxiang Wang,43G9x0YAAAAJ,https://scholar.google.com/citations?hl=en&user=43G9x0YAAAAJ
Jianfei Cai,N6czCoUAAAAJ,https://scholar.google.com/citations?hl=en&user=N6czCoUAAAAJ
Sourav S Bhowmick,o0F3sqEAAAAJ,https://scholar.google.com/citations?hl=en&user=o0F3sqEAAAAJ
Ziming Zhang,2yqx3oIAAAAJ,https://scholar.google.com/citations?hl=en&user=2yqx3oIAAAAJ
Feng Lu,ySTrnjMAAAAJ,https://scholar.google.com/citations?hl=en&user=ySTrnjMAAAAJ
Xing Xie 谢幸,5EQfAFIAAAAJ,https://scholar.google.com/citations?hl=en&user=5EQfAFIAAAAJ
Tzu-Yi HUNG,W_GZKeYAAAAJ,https://scholar.google.com/citations?hl=en&user=W_GZKeYAAAAJ
Tat-Jen Cham,Lx3X7W0AAAAJ,https://scholar.google.com/citations?hl=en&user=Lx3X7W0AAAAJ
Ling Chen,L5aYWQcAAAAJ,https://scholar.google.com/citations?hl=en&user=L5aYWQcAAAAJ
Changsheng Xu,hI9NRDkAAAAJ,https://scholar.google.com/citations?hl=en&user=hI9NRDkAAAAJ
Sriram Vaikundam,91NBEiUAAAAJ,https://scholar.google.com/citations?hl=en&user=91NBEiUAAAAJ
Weisi Lin,D_S41X4AAAAJ,https://scholar.google.com/citations?hl=en&user=D_S41X4AAAAJ
Sabu Emmanuel,4q2qmJsAAAAJ,https://scholar.google.com/citations?hl=en&user=4q2qmJsAAAAJ
Ian McLoughlin,mcnKgPoAAAAJ,https://scholar.google.com/citations?hl=en&user=mcnKgPoAAAAJ
Joo Hwee Lim,BjEDX4EAAAAJ,https://scholar.google.com/citations?hl=en&user=BjEDX4EAAAAJ
Qi Tian,HJt0niEAAAAJ,https://scholar.google.com/citations?hl=en&user=HJt0niEAAAAJ
Haizhou Li,z8_x7C8AAAAJ,https://scholar.google.com/citations?hl=en&user=z8_x7C8AAAAJ
Xiong Xiao,HHjJ0doAAAAJ,https://scholar.google.com/citations?hl=en&user=HHjJ0doAAAAJ
Zhizheng Wu,K6zhweAAAAAJ,https://scholar.google.com/citations?hl=en&user=K6zhweAAAAAJ
Chenglin Xu,Ww8tQKAAAAAJ,https://scholar.google.com/citations?hl=en&user=Ww8tQKAAAAAJ
Lei Xie,Qddov9wAAAAJ,https://scholar.google.com/citations?hl=en&user=Qddov9wAAAAJ
Xiaohai Tian,6gc45QcAAAAJ,https://scholar.google.com/citations?hl=en&user=6gc45QcAAAAJ
Sheng Chen,ZikGt_kAAAAJ,https://scholar.google.com/citations?hl=en&user=ZikGt_kAAAAJ
Tomi Kinnunen,e3SPjpoAAAAJ,https://scholar.google.com/citations?hl=en&user=e3SPjpoAAAAJ
Kong Aik Lee,SZegiA4AAAAJ,https://scholar.google.com/citations?hl=en&user=SZegiA4AAAAJ
